team,year,player,contract_years_remaining,contract_thru,position,full_name,salary_year,salary_total,year_counter,obs,mean_salary,mean_remaining
"New Orleans Hornets","2002-03","Wesley, David",9,"2005-06","G","David Wesley",3600000,31400000,2,6,3679167,7.833333
"New Orleans Hornets","2003-04","Wesley, David",9,"2005-06","G","David Wesley",3960000,31400000,3,6,3679167,7.833333
"Houston Rockets","2004-05","Wesley, David",9,"2005-06","G","David Wesley",4455000,31400000,4,6,3679167,7.833333
"Houston Rockets","2005-06","Wesley, David",9,"2005-06","G","David Wesley",5070000,31400000,5,6,3679167,7.833333
"Cleveland Cavaliers","2006-07","Wesley, David",2,"2007-08","G","David Wesley",1750000,350000,6,6,3679167,7.833333
"New Orleans Hornets","2003-04","West, David",4,"2006-07 (t)","F","David West",1160000,5790000,1,6,4383517,4.5
"New Orleans Hornets","2004-05","West, David",4,"2006-07 (t)","F","David West",1247160,5790000,2,6,4383517,4.5
"New Orleans Hornets","2005-06","West, David",4,"2006-07 (t)","F","David West",1330000,5790000,3,6,4383517,4.5
"New Orleans Hornets","2006-07","West, David",5,"2011-12","F","David West",2051938,45000000,4,6,4383517,4.5
"New Orleans Hornets","2007-08","West, David",5,"2011-12","PG","David West",10650000,45000000,5,6,4383517,4.5
"New Orleans Hornets","2008-09","West, David",5,"2011-12","F","David West",9862000,45000000,6,6,4383517,4.5
"Los Angeles Clippers","2008-09","Jordan, DeAndre",3,"2010-11","C","DeAndre Jordan",550000,2140809,1,1,550000,3
"Golden State Warriors","2008-09","Nelson, DeMarcus",1,"2008-09","G","DeMarcus Nelson",182047,182047,1,1,182047,1
"Cleveland Cavaliers","2001-02","Diop, DeSagana",4,"2004-05","C","DeSagana Diop",1842480,8640000,1,8,2554511,3.75
"Cleveland Cavaliers","2002-03","Diop, DeSagana",4,"2004-05 (t)","C","DeSagana Diop",1980600,8640000,2,8,2554511,3.75
"Cleveland Cavaliers","2003-04","Diop, DeSagana",4,"2004-05 (t)","C","DeSagana Diop",2188840,8640000,3,8,2554511,3.75
"Cleveland Cavaliers","2004-05","Diop, DeSagana",4,"2004-05","C","DeSagana Diop",2695164,8640000,4,8,2554511,3.75
"Dallas Mavericks","2005-06","Diop, DeSagana",3,"2007-08","C","DeSagana Diop",2000000,6480000,5,8,2554511,3.75
"Dallas Mavericks","2006-07","Diop, DeSagana",3,"2007-08","C","DeSagana Diop",1998000,6480000,6,8,2554511,3.75
"Dallas Mavericks","2007-08","Diop, DeSagana",3,"2007-08","C","DeSagana Diop",2146000,6480000,7,8,2554511,3.75
"Charlotte Bobcats","2008-09","Diop, DeSagana",5,"2012-13","C","DeSagana Diop",5585000,34000000,8,8,2554511,3.75
"Utah Jazz","2001-02","Stevenson, DeShawn",4,"2003-04","G","DeShawn Stevenson",890229,4290000,1,8,2076609,3.5
"Utah Jazz","2002-03","Stevenson, DeShawn",4,"2003-04","G","DeShawn Stevenson",952320,4290000,2,8,2076609,3.5
"Utah Jazz","2003-04","Stevenson, DeShawn",4,"2003-04","G","DeShawn Stevenson",1624022,4290000,3,8,2076609,3.5
"Orlando Magic","2004-05","Stevenson, DeShawn",3,"2005-06 (p)","G","DeShawn Stevenson",2500000,8250000,4,8,2076609,3.5
"Orlando Magic","2005-06","Stevenson, DeShawn",3,"2006-07 (p)","G","DeShawn Stevenson",2750000,8250000,5,8,2076609,3.5
"Washington Wizards","2006-07","Stevenson, DeShawn",2,"2007-08","G","DeShawn Stevenson",932015,1970000,6,8,2076609,3.5
"Washington Wizards","2007-08","Stevenson, DeShawn",4,"2010-11 (p)","G","DeShawn Stevenson",3348215,16000000,7,8,2076609,3.5
"Washington Wizards","2008-09","Stevenson, DeShawn",4,"2010-11 (p)","G","DeShawn Stevenson",3616071,16000000,8,8,2076609,3.5
"Minnesota Timberwolves","2001-02","Garrett, Dean",5,"2001-02","C","Dean Garrett",3240000,15000000,1,1,3240000,5
"Golden State Warriors","2001-02","Oliver, Dean",1,"2001-02","G","Dean Oliver",332817,332817,1,1,332817,1
"Utah Jazz","2006-07","Brown , Dee",1,"2006-07","G","Dee Brown",412718,412718,1,2,327735.5,1
"Phoenix Suns","2008-09","Brown , Dee",1,"2008-09","G","Dee Brown",242753,242753,2,2,327735.5,1
"Toronto Raptors","2001-02","Curry, Dell",3,"2001-02","G-F","Dell Curry",2100000,6000000,1,1,2100000,3
"Boston Celtics","2004-05","West, Delonte",4,"2007-08 (t)","G","Delonte West",939480,4920000,1,5,1753952,3.8
"Boston Celtics","2005-06","West, Delonte",4,"2007-08 (t)","G","Delonte West",1010040,4920000,2,5,1753952,3.8
"Boston Celtics","2006-07","West, Delonte",4,"2007-08","G","Delonte West",1080480,4920000,3,5,1753952,3.8
"Cleveland Cavaliers","2007-08","West, Delonte",4,"2007-08 (t)","G","Delonte West",1889760,4920000,4,5,1753952,3.8
"Cleveland Cavaliers","2008-09","West, Delonte",3,"2010-11","G","Delonte West",3850000,12500000,5,5,1753952,3.8
"Atlanta Hawks","2001-02","Johnson, DerMarr",4,"2003-04","G-F","DerMarr Johnson",2265240,9870000,1,6,1209341,1.833333
"Atlanta Hawks","2002-03","Johnson, DerMarr",3,"2002-03 (t)","G-F","DerMarr Johnson",2423000,6800000,2,6,1209341,1.833333
"Denver Nuggets","2004-05","Johnson, DerMarr",1,"2004-05","G-F","DerMarr Johnson",745046,745046,3,6,1209341,1.833333
"Denver Nuggets","2005-06","Johnson, DerMarr",1,"2005-06","G-F","DerMarr Johnson",835810,835810,4,6,1209341,1.833333
"Denver Nuggets","2006-07","Johnson, DerMarr",1,"2006-07","F","DerMarr Johnson",932015,932015,5,6,1209341,1.833333
"San Antonio Spurs","2007-08","Johnson, DerMarr",1,"2007-08","G","DerMarr Johnson",54936,54936,6,6,1209341,1.833333
"Portland Trail Blazers","2001-02","Anderson, Derek",6,"2006-07","G","Derek Anderson",6495000,48710000,1,7,4769834,4
"Portland Trail Blazers","2002-03","Anderson, Derek",6,"2006-07","G","Derek Anderson",7144500,48710000,2,7,4769834,4
"Portland Trail Blazers","2003-04","Anderson, Derek",6,"2006-07","G","Derek Anderson",7794000,48710000,3,7,4769834,4
"Portland Trail Blazers","2004-05","Anderson, Derek",6,"2006-07","G","Derek Anderson",8443500,48710000,4,7,4769834,4
"Miami Heat","2005-06","Anderson, Derek",2,"2006-07 (p)","G","Derek Anderson",1670000,3470000,5,7,4769834,4
"Charlotte Bobcats","2006-07","Anderson, Derek",1,"2006-07","G","Derek Anderson",1071225,1071225,6,7,4769834,4
"Charlotte Bobcats","2007-08","Anderson, Derek",1,"2007-08","G","Derek Anderson",770610,770610,7,7,4769834,4
"Los Angeles Lakers","2001-02","Fisher, Derek",7,"2005-06","G","Derek Fisher",3000000,21000000,1,8,4281950,5.625
"Los Angeles Lakers","2002-03","Fisher, Derek",7,"2005-06","G","Derek Fisher",3000000,21000000,2,8,4281950,5.625
"Los Angeles Lakers","2003-04","Fisher, Derek",7,"2005-06","G","Derek Fisher",3000000,21000000,3,8,4281950,5.625
"Golden State Warriors","2004-05","Fisher, Derek",6,"2009-10","G","Derek Fisher",4930000,36600000,4,8,4281950,5.625
"Golden State Warriors","2005-06","Fisher, Derek",6,"2009-10","G","Derek Fisher",5390000,36600000,5,8,4281950,5.625
"Utah Jazz","2006-07","Fisher, Derek",6,"2009-10","G","Derek Fisher",5883600,36600000,6,8,4281950,5.625
"Los Angeles Lakers","2007-08","Fisher, Derek",3,"2009-10","PG","Derek Fisher",4352000,14000000,7,8,4281950,5.625
"Los Angeles Lakers","2008-09","Fisher, Derek",3,"2009-10","G","Derek Fisher",4700000,14000000,8,8,4281950,5.625
"Utah Jazz","2005-06","Williams, Deron",4,"2008-09 (t)","G","Deron Williams",3490000,16320000,1,4,4079782,4
"Utah Jazz","2006-07","Williams, Deron",4,"2008-09 (t)","G","Deron Williams",3749040,16320000,2,4,4079782,4
"Utah Jazz","2007-08","Williams, Deron",4,"2008-09 (t)","PG","Deron Williams",4010640,16320000,3,4,4079782,4
"Utah Jazz","2008-09","Williams, Deron",4,"2011-12","G","Deron Williams",5069449,63700000,4,4,4079782,4
"Philadelphia 76ers","2001-02","Coleman, Derrick",5,"2002-03","F","Derrick Coleman",8710000,40000000,1,3,7363334,4.333333
"Philadelphia 76ers","2002-03","Coleman, Derrick",5,"2002-03","F","Derrick Coleman",9380000,40000000,2,3,7363334,4.333333
"Philadelphia 76ers","2003-04","Coleman, Derrick",3,"2005-06","F","Derrick Coleman",4000000,13500000,3,3,7363334,4.333333
"New Jersey Nets","2001-02","Dial, Derrick",1,"2001-02","G","Derrick Dial",540850,590850,1,1,540850,1
"Chicago Bulls","2008-09","Rose, Derrick",5,"2012-13","G","Derrick Rose",4822800,31638968,1,1,4822800,5
"Minnesota Timberwolves","2007-08","Farmer, Desmon",1,"2007-08","F","Desmon Farmer",997800,997800,1,2,540754,1
"San Antonio Spurs","2008-09","Farmer, Desmon",1,"2008-09","G","Desmon Farmer",83708,83708,2,2,540754,1
"Seattle SuperSonics","2001-02","Mason, Desmond",4,"2003-04","F-G","Desmond Mason",1155240,5360000,1,8,4560723,3.125
"Milwaukee Bucks","2002-03","Mason, Desmond",4,"2003-04 (t)","F-G","Desmond Mason",1235880,5360000,2,8,4560723,3.125
"Milwaukee Bucks","2003-04","Mason, Desmond",4,"2006-07","F-G","Desmond Mason",1898000,23600000,3,8,4560723,3.125
"Milwaukee Bucks","2004-05","Mason, Desmond",3,"2006-07","F-G","Desmond Mason",6529630,21700000,4,8,4560723,3.125
"New Orleans Hornets","2005-06","Mason, Desmond",3,"2006-07","F","Desmond Mason",7230000,21700000,5,8,4560723,3.125
"New Orleans Hornets","2006-07","Mason, Desmond",3,"2006-07","F-G","Desmond Mason",8037036,21700000,6,8,4560723,3.125
"Milwaukee Bucks","2007-08","Mason, Desmond",2,"2008-09","SF/SG","Desmond Mason",5000000,11000000,7,8,4560723,3.125
"Oklahoma City Thunder","2008-09","Mason, Desmond",2,"2008-09","G-F","Desmond Mason",5400000,11000000,8,8,4560723,3.125
"Los Angeles Lakers","2001-02","George, Devean",4,"2002-03","F","Devean George",834250,4090000,1,8,3176703,3.25
"Los Angeles Lakers","2002-03","George, Devean",4,"2004-05 (p)","F","Devean George",4545000,18450000,2,8,3176703,3.25
"Los Angeles Lakers","2003-04","George, Devean",4,"2004-05 (p)","F","Devean George",4545000,18450000,3,8,3176703,3.25
"Los Angeles Lakers","2004-05","George, Devean",4,"2004-05 (p)","G-F","Devean George",4546000,18450000,4,8,3176703,3.25
"Los Angeles Lakers","2005-06","George, Devean",4,"2005-06","F","Devean George",5000000,18450000,5,8,3176703,3.25
"Dallas Mavericks","2006-07","George, Devean",2,"2007-08","G-F","Devean George",1974259,4200000,6,8,3176703,3.25
"Dallas Mavericks","2007-08","George, Devean",2,"2007-08","SF","Devean George",2369111,4200000,7,8,3176703,3.25
"Dallas Mavericks","2008-09","George, Devean",2,"2009-10","F","Devean George",1600000,4000000,8,8,3176703,3.25
"San Antonio Spurs","2003-04","Brown, Devin",2,"2004-05","G-F","Devin Brown",563679,1260000,1,6,1062321,1.5
"San Antonio Spurs","2004-05","Brown, Devin",2,"2004-05","G","Devin Brown",595046,1260000,2,6,1062321,1.5
"Utah Jazz","2005-06","Brown, Devin",2,"2006-07","G","Devin Brown",2500000,5000000,3,6,1062321,1.5
"New Orleans Hornets","2006-07","Brown, Devin",1,"2006-07","G","Devin Brown",516804,516804,4,6,1062321,1.5
"Cleveland Cavaliers","2007-08","Brown, Devin",1,"2007-08 (t)","SF","Devin Brown",1200000,1200000,5,6,1062321,1.5
"New Orleans Hornets","2008-09","Brown, Devin",1,"2007-08 (t)","G-F","Devin Brown",998398,1200000,6,6,1062321,1.5
"Los Angeles Lakers","2005-06","Green, Devin",1,"2005-06","G","Devin Green",398762,398762,1,1,398762,1
"Dallas Mavericks","2004-05","Harris, Devin",4,"2007-08 (t)","G","Devin Harris",2741880,12837000,1,5,4128001,3.6
"Dallas Mavericks","2005-06","Harris, Devin",4,"2007-08 (t)","G","Devin Harris",2950000,12837000,2,5,4128001,3.6
"Dallas Mavericks","2006-07","Harris, Devin",4,"2007-08","G","Devin Harris",3153120,12837000,3,5,4128001,3.6
"Dallas Mavericks","2007-08","Harris, Devin",3,"2007-08","PG","Devin Harris",3995003,12837000,4,5,4128001,3.6
"New Jersey Nets","2008-09","Harris, Devin",3,"2007-08","G","Devin Harris",7800000,12837000,5,5,4128001,3.6
"Phoenix Suns","2005-06","Thompson, Dijon",2,"2006-07","G-F","Dijon Thompson",398762,1062971,1,1,398762,2
"Philadelphia 76ers","2001-02","Mutombo, Dikembe",4,"2004-05","C","Dikembe Mutombo",14315790,68000000,1,8,5571896,2.25
"New Jersey Nets","2002-03","Mutombo, Dikembe",4,"2004-05","C","Dikembe Mutombo",16105264,68000000,2,8,5571896,2.25
"New York Knicks","2003-04","Mutombo, Dikembe",2,"2004-05","C","Dikembe Mutombo",4000000,8500000,3,8,5571896,2.25
"Houston Rockets","2004-05","Mutombo, Dikembe",2,"2004-05","C","Dikembe Mutombo",4496434,8600000,4,8,5571896,2.25
"Houston Rockets","2005-06","Mutombo, Dikembe",2,"2006-07","C","Dikembe Mutombo",2000000,4210000,5,8,5571896,2.25
"Houston Rockets","2006-07","Mutombo, Dikembe",2,"2006-07","C","Dikembe Mutombo",2100000,4210000,6,8,5571896,2.25
"Houston Rockets","2007-08","Mutombo, Dikembe",1,"2007-08","C","Dikembe Mutombo",770610,770610,7,8,5571896,2.25
"Houston Rockets","2008-09","Mutombo, Dikembe",1,"2007-08","C","Dikembe Mutombo",787066,770610,8,8,5571896,2.25
"New Orleans Hornets","2007-08","Dowell, Dion",1,"2007-08","G-F","Dion Dowell",1080000,1080000,1,2,552500,1
"Golden State Warriors","2008-09","Dowell, Dion",1,"2008-09","G","Dion Dowell",25000,25000,2,2,552500,1
"Atlanta Hawks","2001-02","Glover, Dion",4,"2002-03","F-G","Dion Glover",1027440,4470000,1,3,1203917,3
"Atlanta Hawks","2002-03","Glover, Dion",4,"2002-03 (t)","F-G","Dion Glover",1584312,4470000,2,3,1203917,3
"Atlanta Hawks","2003-04","Glover, Dion",1,"2003-04","F-G","Dion Glover",1000000,1000000,3,3,1203917,3
"Dallas Mavericks","2001-02","Nowitzki, Dirk",6,"2007-08","F-C","Dirk Nowitzki",2157595,79300000,1,8,1.24e+07,4.875
"Dallas Mavericks","2002-03","Nowitzki, Dirk",6,"2005-06 (p)","F-C","Dirk Nowitzki",10067750,79300000,2,8,1.24e+07,4.875
"Dallas Mavericks","2003-04","Nowitzki, Dirk",6,"2007-08","F-C","Dirk Nowitzki",11326219,79300000,3,8,1.24e+07,4.875
"Dallas Mavericks","2004-05","Nowitzki, Dirk",6,"2006-07 (p)","F","Dirk Nowitzki",12584688,79300000,4,8,1.24e+07,4.875
"Dallas Mavericks","2005-06","Nowitzki, Dirk",6,"2007-08 (p)","F","Dirk Nowitzki",13840000,79300000,5,8,1.24e+07,4.875
"Dallas Mavericks","2006-07","Nowitzki, Dirk",3,"2010-11 (p)","F","Dirk Nowitzki",15101622,60000000,6,8,1.24e+07,4.875
"Dallas Mavericks","2007-08","Nowitzki, Dirk",3,"2010-11 (p)","PF/C","Dirk Nowitzki",16360090,60000000,7,8,1.24e+07,4.875
"Dallas Mavericks","2008-09","Nowitzki, Dirk",3,"2010-11 (p)","F","Dirk Nowitzki",18077904,60000000,8,8,1.24e+07,4.875
"Washington Wizards","2007-08","McGuire, Dominic",4,"2010-11","PF","Dominic McGuire",427163,1964177,1,2,569340,4
"Washington Wizards","2008-09","McGuire, Dominic",4,"2010-11","F","Dominic McGuire",711517,1964177,2,2,569340,4
"Orlando Magic","2001-02","Reid, Don",2,"2002-03","F","Don Reid",1000000,2100000,1,2,1706250,2
"Detroit Pistons","2002-03","Reid, Don",2,"2002-03","F","Don Reid",2412500,2100000,2,2,1706250,2
"Washington Wizards","2005-06","Taylor, Donell",1,"2005-06","G","Donell Taylor",398762,398762,1,2,531485.5,1
"Washington Wizards","2006-07","Taylor, Donell",1,"2006-07","G","Donell Taylor",664209,664209,2,2,531485.5,1
"Dallas Mavericks","2001-02","Harvey, Donnell",4,"2003-04","F","Donnell Harvey",927360,4410000,1,3,861026.3,2.333333
"Denver Nuggets","2002-03","Harvey, Donnell",2,"2002-03","F","Donnell Harvey",992040,2780000,2,3,861026.3,2.333333
"Orlando Magic","2003-04","Harvey, Donnell",1,"2003-04","F","Donnell Harvey",663679,663679,3,3,861026.3,2.333333
"Atlanta Hawks","2004-05","Smith, Donta",3,"2006-07 (t)","G","Donta Smith",425000,1950000,1,2,533374,3
"Atlanta Hawks","2005-06","Smith, Donta",3,"2006-07 (t)","G","Donta Smith",641748,1950000,2,2,533374,3
"Sacramento Kings","2008-09","Greene, Donte",5,"2012-13","F","Donte Greene",971160,8151581,1,1,971160,5
"Utah Jazz","2001-02","Marshall, Donyell",8,"2002-03","F","Donyell Marshall",6510000,42000000,1,8,5321843,4.125
"Chicago Bulls","2002-03","Marshall, Donyell",3,"2004-05","F","Donyell Marshall",4545000,15000000,2,8,5321843,4.125
"Chicago Bulls","2003-04","Marshall, Donyell",3,"2004-05","F","Donyell Marshall",4545000,15000000,3,8,5321843,4.125
"Toronto Raptors","2004-05","Marshall, Donyell",3,"2004-05","F","Donyell Marshall",5023850,15000000,4,8,5321843,4.125
"Cleveland Cavaliers","2005-06","Marshall, Donyell",4,"2007-08","F","Donyell Marshall",4800000,22000000,5,8,5321843,4.125
"Cleveland Cavaliers","2006-07","Marshall, Donyell",4,"2008-09","F","Donyell Marshall",5633037,22000000,6,8,5321843,4.125
"Seattle SuperSonics","2007-08","Marshall, Donyell",4,"2008-09","SF","Donyell Marshall",5566965,22000000,7,8,5321843,4.125
"Philadelphia 76ers","2008-09","Marshall, Donyell",4,"2008-09","F","Donyell Marshall",5950894,22000000,8,8,5321843,4.125
"Miami Heat","2004-05","Wright, Dorell",4,"2007-08 (t)","F","Dorell Wright",1152240,5757000,1,5,1632196,3.6
"Miami Heat","2005-06","Wright, Dorell",4,"2007-08 (t)","F","Dorell Wright",1030000,5757000,2,5,1632196,3.6
"Miami Heat","2006-07","Wright, Dorell",4,"2007-08","F","Dorell Wright",1325160,5757000,3,5,1632196,3.6
"Miami Heat","2007-08","Wright, Dorell",4,"2007-08","SG/SF","Dorell Wright",2040746,5757000,4,5,1632196,3.6
"Miami Heat","2008-09","Wright, Dorell",2,"2009-10","G-F","Dorell Wright",2612835,5000000,5,5,1632196,3.6
"Sacramento Kings","2001-02","Christie, Doug",7,"2007-08","G-F","Doug Christie",5200000,48000000,1,4,6375000,5.5
"Sacramento Kings","2002-03","Christie, Doug",5,"2005-06","G-F","Doug Christie",6250000,32500000,2,4,6375000,5.5
"Sacramento Kings","2003-04","Christie, Doug",5,"2005-06","G-F","Doug Christie",6500000,32500000,3,4,6375000,5.5
"Orlando Magic","2004-05","Christie, Doug",5,"2005-06","G-F","Doug Christie",7550000,32500000,4,4,6375000,5.5
"New Jersey Nets","2003-04","Overton, Doug",1,"2003-04","G","Doug Overton",1070000,1070000,1,1,1070000,1
"Orlando Magic","2002-03","Gooden, Drew",4,"2004-05 (t)","F","Drew Gooden",2794920,13080000,1,7,4761918,3.571429
"Orlando Magic","2003-04","Gooden, Drew",4,"2005-06 (t)","F","Drew Gooden",3004500,13080000,2,7,4761918,3.571429
"Cleveland Cavaliers","2004-05","Gooden, Drew",4,"2005-06 (t)","F","Drew Gooden",3214000,13080000,3,7,4761918,3.571429
"Cleveland Cavaliers","2005-06","Gooden, Drew",4,"2005-06","F","Drew Gooden",4070000,13080000,4,7,4761918,3.571429
"Cleveland Cavaliers","2006-07","Gooden, Drew",3,"2008-09","F-C","Drew Gooden",6645402,23000000,5,7,4761918,3.571429
"Chicago Bulls","2007-08","Gooden, Drew",3,"2008-09","PF","Drew Gooden",6453416,23000000,6,7,4761918,3.571429
"Chicago Bulls","2008-09","Gooden, Drew",3,"2008-09","F-C","Drew Gooden",7151183,23000000,7,7,4761918,3.571429
"Boston Celtics","2005-06","Jones, Dwayne",20,"2006-07 (t)","F-C","Dwayne Jones",398762,1063000,1,4,665137.5,5.75
"Cleveland Cavaliers","2006-07","Jones, Dwayne",1,"2006-07","F-C","Dwayne Jones",664209,664209,2,4,665137.5,5.75
"Cleveland Cavaliers","2007-08","Jones, Dwayne",1,"2007-08","PF/C","Dwayne Jones",770610,770610,3,4,665137.5,5.75
"Orlando Magic","2008-09","Jones, Dwayne",1,"2007-08","F-C","Dwayne Jones",826969,770610,4,4,665137.5,5.75
"Orlando Magic","2004-05","Howard, Dwight",4,"2007-08 (t)","F","Dwight Howard",4179720,19541000,1,5,6515793,4.4
"Orlando Magic","2005-06","Howard, Dwight",4,"2007-08 (t)","F-C","Dwight Howard",4490000,19541000,2,5,6515793,4.4
"Orlando Magic","2006-07","Howard, Dwight",4,"2007-08","C-F","Dwight Howard",4806720,19541000,3,5,6515793,4.4
"Orlando Magic","2007-08","Howard, Dwight",5,"2011-12","PF","Dwight Howard",6061274,80000000,4,5,6515793,4.4
"Orlando Magic","2008-09","Howard, Dwight",5,"2011-12","C","Dwight Howard",13041250,80000000,5,5,6515793,4.4
"Miami Heat","2003-04","Wade, Dwyane",4,"2006-07 (t)","G","Dwyane Wade",2636400,12340000,1,6,6632306,4
"Miami Heat","2004-05","Wade, Dwyane",4,"2006-07 (t)","G","Dwyane Wade",2834160,12340000,2,6,6632306,4
"Miami Heat","2005-06","Wade, Dwyane",4,"2006-07 (t)","G","Dwyane Wade",3030000,12340000,3,6,6632306,4
"Miami Heat","2006-07","Wade, Dwyane",4,"2010-11","G","Dwyane Wade",3841443,63000000,4,6,6632306,4
"Miami Heat","2007-08","Wade, Dwyane",4,"2010-11 (p)","G","Dwyane Wade",13041250,63000000,5,6,6632306,4
"Miami Heat","2008-09","Wade, Dwyane",4,"2010-11 (p)","G","Dwyane Wade",14410581,63000000,6,6,6632306,4
"Miami Heat","2005-06","Barron, Earl",1,"2005-06","C","Earl Barron",641748,641748,1,3,786542.3,1
"Miami Heat","2006-07","Barron, Earl",1,"2006-07","C","Earl Barron",744551,744551,2,3,786542.3,1
"Miami Heat","2007-08","Barron, Earl",1,"2007-08","C","Earl Barron",973328,973328,3,3,786542.3,1
"Los Angeles Clippers","2001-02","Boykins, Earl",3,"2002-03","G","Earl Boykins",650000,1950000,1,7,1743068,4.142857
"Golden State Warriors","2002-03","Boykins, Earl",1,"2002-03","G","Earl Boykins",512435,512435,2,7,1743068,4.142857
"Denver Nuggets","2003-04","Boykins, Earl",5,"2007-08","G","Earl Boykins",2500000,13700000,3,7,1743068,4.142857
